text,intent,sentiment
Cannot log into my ZENDFiber Home 300 Mbps service,technical,neutral
I was charged $80 for Postpaid Gold in Singapore,billing,neutral
Tell me more about ZENDFleet IoT,product,neutral
Does ZENDSmart Parking support enterprise features?,product,neutral
Dreadful service with Prepaid Plus,complaint,neutral
Frustrated with ZENDOffice Net 500 service.,complaint,neutral
Does ZENDFiber Home 100 Mbps support predictive maintenance,product,neutral
Not happy with ZENDEnterprise Ultra service?,complaint,neutral
How much does ZENDCloud VM Enterprise cost in USA?,product,neutral
Why is my Postpaid Gold bill shows $300,billing,neutral
ZENDFiber 1 Gbps is unreliable,complaint,neutral
How much is ZENDCloud VM Basic in India,product,happy
Does ZENDOffice Net 200 5G compatible,product,neutral
Capabilities of ZENDSmart Lighting have,product,neutral
This billing cycle ZENDOffice Net 1G invoice is incorrect,billing,angry
Does Postpaid Gold have predictive maintenance,product,happy
I want refund for ZENDSmart Lighting,refund,neutral
Please process refund for Prepaid Plus,refund,neutral
The ZENDStorage 1TB charge is $24?,billing,neutral
How much is Prepaid Plus in Singapore?,product,happy
Price of ZENDSmart Parking in India,product,happy
I am unhappy with Prepaid Basic,complaint,neutral
Postpaid Silver service is very poor?,complaint,neutral
Price of ZENDFiber Home 300 Mbps in Singapore.,product,happy
My ZENDArchive Storage bill states $96,billing,neutral
I want return for ZENDOffice Net 500,refund,neutral
I want money back for ZENDFleet IoT.,refund,neutral
What features does ZENDFiber Home 100 Mbps?,product,neutral
ZENDCloud VM Pro keeps disconnecting,technical,neutral
ZENDCloud VM Enterprise experience is appalling,complaint,neutral
Tell me about ZENDEnterprise Ultra SLA guarantee,product,neutral
Does ZENDSmart Lighting support 5G?,product,happy
Cancel ZENDCloud VM Pro service and refund,refund,neutral
What's ZENDArchive Storage SLA,product,neutral
The ZENDSmart Parking bill shows $90,billing,neutral
Cancel ZENDIndustrial Sensor service and refund.,refund,neutral
Features of ZENDCloud VM Pro.,product,happy
I seek a money back for ZENDBiz Connect 500.,refund,neutral
Can't access my ZENDArchive Storage account,technical,neutral
ZENDBiz Connect 1G refund - within 7 days,refund,neutral
Give my money back for ZENDSmart Parking,refund,neutral
Why is my ZENDSmart Traffic charge is $60?,billing,neutral
Current ZENDSmart Lighting bill has error,billing,angry
I seek refund for ZENDFiber 1 Gbps.,refund,neutral
How much is Prepaid Basic?,product,neutral
The ZENDSmart Traffic billing indicates $96,billing,neutral
Please refund my ZENDOffice Net 1G.,refund,neutral
Does ZENDFiber Home 100 Mbps support predictive maintenance?,product,happy
Current ZENDOffice Net 500 bill is wrong,billing,angry
Why is my ZENDCloud VM Enterprise charge shows $15,billing,neutral
Can't connect to ZENDBiz Connect 1G service,technical,neutral
Why is my Prepaid Unlimited statement states $18,billing,neutral
ZENDStorage 10TB service is low,complaint,neutral
Explain ZENDBiz Connect 500 service,product,neutral
I request a money back for Postpaid Platinum.,refund,neutral
Very disappointed with ZENDArchive Storage,complaint,neutral
Refund for ZENDFiber Home 100 Mbps - under 7 days,refund,neutral
Refund for ZENDStorage 10TB - within 7 days.,refund,neutral
How much is ZENDIndustrial Sensor,product,neutral
What is ZENDFiber Home 100 Mbps service?,product,neutral
Postpaid Platinum quality is worst,complaint,angry
I would like money back for ZENDStorage 10TB.,refund,neutral
Can you refund my ZENDCloud VM Enterprise,refund,neutral
I need a money back for Prepaid Unlimited,refund,neutral
Unable to log into my ZENDFiber 1 Gbps account,technical,neutral
ZENDStorage 1TB refund - within 7 days,refund,neutral
I need a reimbursement for ZENDBiz Connect 1G.,refund,neutral
Get my money back for ZENDFleet IoT,refund,neutral
Can't access my ZENDSmart Parking,technical,neutral
Why is my ZENDStorage 1TB bill states $200,billing,neutral
Why is my ZENDBiz Connect 1G bill states $100,billing,neutral
The ZENDOffice Net 500 bill is $20,billing,neutral
Why is my ZENDOffice Net 500 charge states $400?,billing,neutral
Extremely disappointed with ZENDCloud VM Pro service,complaint,neutral
This month's Postpaid Gold invoice has error,billing,angry
Substandard quality ZENDFleet IoT,complaint,neutral
I would like a refund for ZENDBiz Connect 500.,refund,neutral
My ZENDCloud VM Basic has stopped,technical,neutral
This month's ZENDCloud VM Basic billing is wrong?,billing,angry
I seek a return for ZENDBiz Connect 1G,refund,neutral
Describe Postpaid Silver service,product,neutral
ZENDIndustrial Sensor very slow.,technical,neutral
I'm not satisfied with ZENDBiz Connect 1G?,complaint,neutral
The ZENDFiber Home 100 Mbps bill states $120,billing,neutral
ZENDSmart Lighting refund - within policy period.,refund,neutral
I need refund for ZENDFleet IoT,refund,neutral
ZENDFiber Home 300 Mbps business capabilities.,product,neutral
My ZENDIndustrial Sensor billing is $66,billing,neutral
ZENDIndustrial Sensor sluggish,technical,neutral
ZENDOffice Net 500 refund - within policy period,refund,neutral
I need refund for ZENDArchive Storage,refund,neutral
End ZENDCloud VM Basic and refund.,refund,neutral
Cannot reach my Prepaid Unlimited service,technical,neutral
This month's ZENDEnterprise Ultra bill has error?,billing,neutral
Can Prepaid Plus 5G compatible,product,neutral
I seek refund for ZENDEnterprise Ultra?,refund,neutral
Refund for ZENDCloud VM Enterprise - purchased 5 days ago?,refund,neutral
I request return for ZENDFiber Home 300 Mbps,refund,neutral
ZENDSmart Traffic experience is pathetic?,complaint,angry
I seek a return for Postpaid Platinum,refund,neutral
Why is my ZENDFiber Home 100 Mbps charge indicates $33,billing,neutral
What's the price of ZENDCloud VM Basic?,product,happy
ZENDEnterprise Ultra slow,technical,neutral
ZENDFiber Home 300 Mbps malfunction.,technical,neutral
Can't connect to my ZENDCloud VM Basic service,technical,neutral
Does ZENDFiber 1 Gbps have predictive maintenance,product,neutral
Cannot access ZENDEnterprise Ultra dashboard,technical,neutral
Is ZENDOffice Net 200 5G enabled?,product,neutral
I need reimbursement for ZENDFiber 1 Gbps,refund,neutral
What's Prepaid Unlimited uptime guarantee?,product,neutral
How much does Postpaid Gold cost in Singapore,product,happy
I need a refund for ZENDBiz Connect 500,refund,neutral
ZENDCloud VM Pro extremely slow.,technical,neutral
The ZENDCloud VM Pro statement is $70,billing,neutral
Pathetic experience with ZENDOffice Net 500.,complaint,angry
I would like a money back for Postpaid Platinum,refund,neutral
The ZENDOffice Net 200 billing shows $300,billing,neutral
My ZENDBiz Connect 1G bill indicates $30,billing,neutral
Give my money back for ZENDBiz Connect 1G,refund,neutral
ZENDIndustrial Sensor is very slow,technical,neutral
How much does ZENDEnterprise Ultra cost in Thailand,product,neutral
I request a reimbursement for ZENDCloud VM Basic.,refund,neutral
How much does ZENDFleet IoT cost in Thailand?,product,neutral
This month's ZENDCloud VM Basic charge is incorrect?,billing,neutral
ZENDBiz Connect 500 refund - within 7 days,refund,neutral
Can't connect to ZENDEnterprise Dedicated?,technical,neutral
ZENDFiber Home 100 Mbps service is disgusting,complaint,neutral
ZENDOffice Net 200 very slow,technical,neutral
What is ZENDCloud VM Basic SLA guarantee,product,neutral
Capabilities of ZENDStorage 1TB,product,neutral
The ZENDFiber Home 100 Mbps charge indicates $88,billing,neutral
The ZENDFiber Home 100 Mbps invoice is $180,billing,neutral
What is ZENDFiber 1 Gbps SLA guarantee?,product,neutral
Current Postpaid Silver billing has error.,billing,neutral
I require reimbursement for ZENDCloud VM Enterprise,refund,neutral
Can't access ZENDSmart Lighting dashboard,technical,neutral
Dreadful quality with ZENDBiz Connect 100.,complaint,neutral
My ZENDCloud VM Pro is not working,technical,neutral
Why is my ZENDBiz Connect 100 invoice is $48,billing,neutral
Why is my ZENDFiber 1 Gbps charge indicates $42,billing,neutral
Awful service with ZENDEnterprise Ultra,complaint,angry
Terrible quality with Postpaid Platinum.,complaint,angry
Is ZENDArchive Storage support 5G,product,neutral
My ZENDFiber Home 300 Mbps has stopped.,technical,neutral
Does ZENDSmart Lighting support business capabilities,product,neutral
ZENDFleet IoT too slow,complaint,neutral
Very disappointed with Postpaid Platinum,complaint,neutral
Very disappointed with ZENDSmart Traffic service?,complaint,neutral
What is ZENDCloud VM Pro service?,product,happy
I request a money back for ZENDFiber 1 Gbps,refund,neutral
Incorrect charge for ZENDSmart Parking,billing,angry
ZENDFiber Home 100 Mbps refund - within policy period,refund,neutral
Can you refund my ZENDStorage 10TB.,refund,neutral
Why is my Postpaid Silver bill indicates $180,billing,neutral
I request money back for Prepaid Basic.,refund,neutral
What is ZENDEnterprise Ultra fair usage policy,product,happy
Cannot access my ZENDStorage 10TB service.,technical,neutral
Can't log into Prepaid Basic dashboard.,technical,neutral
Unable to log into ZENDCloud VM Enterprise dashboard,technical,neutral
Postpaid Platinum quality is awful,complaint,angry
I want a reimbursement for ZENDEnterprise Ultra,refund,neutral
Can't access ZENDOffice Net 500,technical,neutral
Prepaid Basic refund - within 7 days,refund,neutral
Cannot access my ZENDSmart Lighting.,technical,neutral
Prepaid Plus service is low,complaint,neutral
The ZENDArchive Storage charge states $165,billing,neutral
Horrible quality with Postpaid Gold.,complaint,angry
My Postpaid Silver bill is $72,billing,neutral
ZENDBiz Connect 100 experience is pathetic,complaint,angry
Awful experience with Postpaid Silver,complaint,angry
Does ZENDBiz Connect 500 have predictive maintenance,product,neutral
ZENDBiz Connect 500 is not functioning,technical,neutral
What is ZENDEnterprise Ultra FUP limit,product,neutral
Process refund for my ZENDEnterprise Ultra?,refund,neutral
Current ZENDBiz Connect 1G billing is wrong,billing,angry
Issue refund for my Postpaid Silver?,refund,neutral
My ZENDOffice Net 200 is broken,technical,neutral
ZENDFleet IoT stopped working.,technical,neutral
I want a money back for Prepaid Basic.,refund,neutral
ZENDArchive Storage service is disgusting,complaint,neutral
ZENDOffice Net 1G is down in Singapore,technical,neutral
Stop ZENDFiber 1 Gbps service and refund.,refund,neutral
Cannot connect to Postpaid Gold account.,technical,neutral
Issue with bill for ZENDBiz Connect 100,billing,neutral
The ZENDCloud VM Enterprise bill shows $90,billing,neutral
I would like a reimbursement for ZENDFiber 1 Gbps,refund,neutral
What's Postpaid Silver service level?,product,happy
I want a refund for Prepaid Unlimited.,refund,neutral
Money back for ZENDFiber 1 Gbps,refund,neutral
I want my money back for ZENDStorage 10TB.,refund,neutral
Please process refund for ZENDSmart Lighting,refund,neutral
I require reimbursement for ZENDOffice Net 1G.,refund,neutral
Refund for ZENDOffice Net 1G - within 7-day window,refund,neutral
Mistake in charge for ZENDStorage 1TB,billing,neutral
ZENDFiber Home 300 Mbps consolidated invoicing.,product,happy
Current Postpaid Platinum billing has error,billing,angry
What's the price of ZENDSmart Lighting in India,product,neutral
Can't connect to my ZENDOffice Net 500 service,technical,neutral
Postpaid Silver very slow,technical,neutral
Bad quality ZENDCloud VM Pro,complaint,neutral
Can't access ZENDSmart Parking dashboard.,technical,neutral
ZENDSmart Lighting outage in Thailand,technical,neutral
I require a money back for Prepaid Plus,refund,neutral
What are the features of ZENDFiber 1 Gbps have,product,neutral
What is Prepaid Basic SLA guarantee?,product,happy
Is Prepaid Basic 5G enabled,product,happy
Does ZENDOffice Net 200 support business capabilities,product,neutral
I would like a refund for ZENDStorage 1TB.,refund,neutral
ZENDFiber 1 Gbps isn't working,technical,neutral
Price of ZENDStorage 10TB,product,neutral
This billing cycle ZENDFiber Home 100 Mbps invoice has error?,billing,neutral
I seek refund for ZENDBiz Connect 500,refund,neutral
ZENDFiber 1 Gbps service is low,complaint,neutral
Does ZENDFiber Home 100 Mbps 5G compatible?,product,happy
I would like a return for Postpaid Platinum,refund,neutral
ZENDCloud VM Enterprise refund - purchased 5 days ago?,refund,neutral
Substandard quality ZENDCloud VM Basic,complaint,neutral
Unable to access my Postpaid Platinum service,technical,neutral
I would like refund for ZENDFiber Home 300 Mbps,refund,neutral
I need a reimbursement for Postpaid Platinum.,refund,neutral
Can't log into my ZENDArchive Storage dashboard,technical,neutral
I'm not happy with ZENDArchive Storage.,complaint,neutral
Cost of ZENDStorage 1TB in Singapore,product,neutral
Can't access Postpaid Platinum.,technical,neutral
ZENDFiber Home 300 Mbps quality is dreadful,complaint,neutral
ZENDStorage 10TB is slow,technical,neutral
Really disappointed with ZENDSmart Lighting,complaint,neutral
The ZENDOffice Net 1G invoice states $56,billing,neutral
I want a money back for ZENDEnterprise Ultra,refund,neutral
Details about ZENDBiz Connect 1G.,product,happy
I am displeased with ZENDOffice Net 500,complaint,neutral
What does Postpaid Gold cost,product,neutral
ZENDFiber Home 100 Mbps quality is low,complaint,neutral
My ZENDSmart Traffic bill indicates $9,billing,neutral
Describe ZENDSmart Lighting service.,product,happy
ZENDBiz Connect 500 experience is dreadful?,complaint,neutral
The ZENDStorage 1TB charge is $88,billing,neutral
The ZENDEnterprise Dedicated bill is $40,billing,neutral
Refund for ZENDCloud VM Pro - within 7 days,refund,neutral
ZENDBiz Connect 500 offline in India,technical,neutral
Postpaid Silver keeps disconnecting,technical,neutral
My ZENDStorage 1TB is not working,technical,neutral
Issue with billing for ZENDCloud VM Enterprise,billing,neutral
Postpaid Gold refund - within 7-day window,refund,neutral
ZENDFiber Home 300 Mbps quality is low,complaint,neutral
Very poor quality ZENDSmart Lighting.,complaint,neutral
Can't connect to ZENDSmart Traffic account,technical,neutral
ZENDIndustrial Sensor very slow,technical,neutral
Capabilities of ZENDOffice Net 500,product,neutral
What is ZENDEnterprise Dedicated service,product,neutral
ZENDFiber Home 300 Mbps extremely slow,technical,neutral
Explain Prepaid Unlimited service,product,neutral
My ZENDIndustrial Sensor billing states $18,billing,neutral
Price of ZENDEnterprise Ultra?,product,neutral
Worst experience with ZENDSmart Lighting.,complaint,angry
Tell me about ZENDFiber Home 300 Mbps SLA.,product,neutral
My ZENDBiz Connect 500 statement shows $70,billing,neutral
I require reimbursement for Prepaid Unlimited,refund,neutral
Postpaid Silver never works properly,complaint,neutral
Can't connect to ZENDFiber 1 Gbps account,technical,neutral
